year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_US_Post,No
2014,12,25,9,4,10,45,23,-14,33,1035,0,NE,10.73,0,0,38,23834
2012,4,1,8,1,,,,-5,45,1019,6,SE,1.79,0,0,90,23835
2013,6,1,9,2,69,54,59,11,36,1007,27,NE,4.92,0,0,53,23836
2014,10,27,12,3,19,,38,-9,20,1033,13,SE,3.13,0,0,31,23837
2013,9,30,19,3,79,92,75,15,82,1017,18,cv,2.23,0,0,164,23838
2012,4,8,13,1,,,,-15,7,1015,22,NW,71.08,0,0,23,23839
2010,2,23,11,4,,,,-7,51,1008,2,cv,0.89,0,0,148,23840
2011,6,28,2,2,,,,18,78,1002,22,SE,35.76,0,0,118,23841
2012,5,18,23,1,,,,16,64,1006,23,NE,1.79,0,0,146,23842
2014,4,18,2,1,120,126,116,11,87,1017,13,SE,21.47,0,0,156,23843
2010,9,1,2,3,,,,20,88,1012,22,NW,0.89,2.6,2.6,116,23844
2011,1,6,18,4,,,,-18,28,1037,-2,NW,406.77,0,0,22,23845
2010,6,24,2,2,,,,14,64,1009,21,SE,19.23,0,0,69,23846
2015,4,26,22,1,47,60,47,10,38,1008,25,SE,64.38,0,0,66,23847
2013,4,14,8,1,3,7,8,-18,12,1015,10,NW,3.13,0,0,7,23848
2014,12,11,7,4,7,13,10,-16,35,1033,-3,NW,168.97,0,0,11,23849
2012,2,13,23,4,,,,-9,63,1023,-3,cv,2.67,0,0,376,23850
2015,7,22,22,2,27,14,8,24,94,1005,25,NW,3.13,0.7,3.5,16,23851
2015,2,12,9,4,20,33,27,-13,31,1022,2,cv,0.89,0,0,24,23852
2011,2,17,2,4,,,,-6,92,1022,-5,NW,2.68,0,0,316,23853
2015,7,27,20,2,47,42,46,26,74,1001,31,SE,32.63,0.3,0.3,17,23854
2012,9,18,18,3,,,,9,38,1007,24,SE,1.79,0,0,29,23855
2013,10,20,6,3,15,32,20,-2,45,1026,9,NE,12.07,0,0,29,23856
2012,6,25,23,2,,,,21,83,1008,24,SE,43.81,0,0,64,23857
2011,2,25,4,4,,,,-6,85,1030,-4,cv,0.45,0,0,75,23858
2015,2,2,12,4,159,137,144,-17,22,1033,2,NW,8.5,0,0,133,23859
2013,5,19,15,1,38,76,9,-16,4,998,27,NW,29.06,0,0,44,23860
2015,3,19,8,1,93,145,126,-6,39,1018,7,cv,0.89,0,0,112,23861
2013,5,2,7,1,87,104,83,6,58,1014,14,SE,57.67,0,0,103,23862
2010,5,12,4,1,,,,6,71,1019,11,cv,0.89,0,0,33,23863
2010,9,9,16,3,,,,16,50,1009,27,SE,16.99,0,0,85,23864
2015,2,10,15,4,106,86,110,-16,12,1013,12,SE,4.92,0,0,82,23865
2013,3,11,2,1,105,106,101,-10,43,1024,1,cv,0.89,0,0,118,23866
2013,10,6,15,3,230,203,195,14,64,1021,21,cv,3.57,0,0,179,23867
2013,6,18,5,2,60,84,,19,83,998,22,SE,0.89,0,0,67,23868
2011,11,17,4,3,,,,5,100,1025,5,NW,0.89,0.7,1.7,111,23869
2015,6,11,6,2,51,34,49,16,88,998,18,cv,0.89,0,0,41,23870
2011,9,6,1,3,,,,17,82,1012,20,SE,0.89,0,0,51,23871
2010,2,21,20,4,,,,-13,27,1016,4,cv,2.67,0,0,99,23872
2015,7,24,15,2,52,41,36,18,38,1000,34,cv,1.79,0,0,38,23873
2012,10,30,21,3,,,,-3,52,1021,6,NW,13.85,0,0,10,23874
2010,6,20,10,2,,,,15,40,1010,30,NE,4.92,0,0,21,23875
2015,2,16,21,4,29,27,18,-13,22,1020,7,NE,9.84,0,0,26,23876
2014,4,3,13,1,7,11,10,-27,2,1023,20,NW,58.11,0,0,12,23877
2014,6,18,9,2,35,57,44,18,65,1004,25,NW,8.94,0,0,45,23878
2012,11,4,18,3,,,,0,75,1014,4,NW,217.73,0,0,30,23879
2010,1,10,5,4,,,,-18,66,1032,-13,NW,12.96,0,0,23,23880
2013,10,6,4,3,263,252,217,11,87,1023,13,cv,2.68,0,0,251,23881
2010,4,26,19,1,,,,-4,42,1012,8,NW,27.28,0,0,14,23882
2015,12,9,1,4,276,,268,0,93,1028,1,NW,1.79,0,0,269,23883
2010,8,18,15,2,,,,23,74,1010,28,SE,8.5,0,0,164,23884
2011,4,23,16,1,,,,0,29,1012,18,cv,1.79,0,0,10,23885
2013,5,21,8,1,,128,92,10,49,998,21,SE,1.79,0,0,101,23886
2012,10,18,3,3,,,,2,93,1017,3,cv,0.45,0,0,90,23887
2015,3,1,18,1,34,27,27,-15,15,1016,10,SE,46.49,0,0,25,23888
2012,1,29,6,4,,,,-21,34,1034,-8,NE,11.17,0,0,14,23889
2013,4,15,13,1,89,93,92,-3,22,1002,19,SE,12.96,0,0,79,23890
2012,2,26,23,4,,,,-14,42,1028,-3,SE,15.21,0,0,139,23891
2015,1,1,21,4,88,138,102,-19,40,1026,-8,NE,2.68,0,0,136,23892
2012,10,30,13,3,,,,-8,23,1020,12,SE,21.46,0,0,37,23893
2012,7,14,5,2,,,,20,83,1004,23,cv,0.89,0,0,38,23894
2015,5,13,20,1,66,154,110,15,60,996,23,cv,1.78,0,0,68,23895
2015,11,17,6,3,74,,,3,,,4,NE,3.13,0,0,66,23896
2015,5,2,18,1,42,59,58,13,53,1007,23,SE,21.46,0,0,49,23897
2013,6,9,9,2,3,6,12,16,88,1010,18,NW,9.39,0.2,1.4,13,23898
2011,1,3,19,4,,,,-14,49,1030,-5,NE,1.78,0,0,286,23899
2013,5,3,0,1,58,65,55,4,41,1013,17,SE,58.55,0,0,68,23900
2012,10,28,11,3,,,,-4,28,1028,14,SE,1.79,0,0,11,23901
2014,4,25,1,1,127,,116,9,63,1016,16,cv,0.89,0,0,143,23902
2015,10,21,8,3,36,,35,8,93,1024,9,NE,9.84,0.1,0.9,35,23903
2013,9,24,5,3,6,20,3,4,81,1023,7,NW,4.92,0,0,10,23904
2012,11,22,13,3,,,,-2,52,1023,7,NW,4.92,0,0,28,23905
2010,10,1,20,3,,,,17,77,1016,21,SE,1.79,0,0,243,23906
2010,4,17,18,1,,,,5,66,1018,11,SE,105.05,0,0,134,23907
2010,8,27,15,2,,,,13,35,1011,30,cv,1.78,0,0,17,23908
2012,5,30,8,1,,,,9,46,1017,21,NW,4.02,0,0,5,23909
2011,9,16,6,3,,,,17,93,1013,18,cv,1.78,0,0,28,23910
2014,5,22,15,1,38,42,40,9,20,1005,35,SE,28.16,0,0,50,23911
2012,9,21,23,3,,,,11,49,1011,22,SE,37.56,0,0,50,23912
2014,9,21,5,3,68,83,72,14,72,1016,19,cv,2.67,0,0,80,23913
2014,3,31,5,1,133,125,121,1,38,1015,15,SE,43.36,0,0,127,23914
2013,7,13,17,2,79,106,76,22,58,1006,31,SE,16.55,0,0,68,23915
2011,5,5,17,1,,,,-7,12,1001,23,NW,38.89,0,0,39,23916
2013,4,27,14,1,78,,54,2,23,1010,24,SE,22.34,0,0,75,23917
2013,5,29,10,1,3,8,11,1,19,1011,26,NW,84.93,0,0,9,23918
2015,4,25,8,1,70,92,140,4,37,1017,19,NW,11.18,,,84,23919
2012,7,6,2,2,,,,20,88,1002,22,cv,1.78,0,0,53,23920
2015,5,28,16,1,84,82,85,16,45,1002,29,SE,37.56,0,0,83,23921
2013,3,23,21,1,8,8,6,-15,21,1020,5,NW,64.81,0,0,8,23922
2014,3,17,16,1,29,23,24,-11,10,1010,21,NW,63.92,0,0,27,23923
2015,3,25,10,1,148,,161,-2,40,1032,11,cv,0.89,0,0,151,23924
2013,5,1,9,1,40,41,34,1,31,1018,18,cv,2.67,0,0,30,23925
2011,6,1,15,2,,,,6,23,1006,29,NE,5.81,0,0,17,23926
2014,1,16,15,4,232,257,268,-15,21,1027,5,SE,3.58,0,0,298,23927
2011,10,19,0,3,,,,7,87,1023,9,NE,0.89,0,0,163,23928
2010,3,28,15,1,,,,-6,21,1024,16,SE,8.94,0,0,63,23929
2015,4,20,2,1,84,91,79,7,93,1016,8,NE,0.89,0,0,88,23930
2010,10,23,9,3,,,,11,93,1020,12,NE,0.89,0,0,188,23931
2014,8,21,14,2,160,165,151,21,52,1005,32,SE,5.37,0,0,134,23932
2013,4,8,9,1,17,14,17,-17,14,1013,9,NW,68.84,0,0,16,23933
2013,5,4,23,1,105,126,91,8,55,1016,17,SE,59.44,0,0,104,23934
2014,2,20,8,4,145,159,144,-5,79,1032,-2,SE,3.57,0,0,190,23935
2012,12,15,21,4,,,,-1,92,1026,0,cv,1.78,0,0,309,23936
2012,7,11,19,2,,,,24,94,995,25,NW,4.02,0,0,47,23937
2010,10,16,16,3,,,,7,48,1018,18,SE,29.04,0,0,47,23938
2010,7,29,10,2,,,,26,74,996,31,SE,1.79,0,0,192,23939
2012,9,14,17,3,,,,6,29,1016,25,cv,0.89,0,0,7,23940
2015,3,25,23,1,99,101,97,0,40,1030,13,SE,40.69,0,0,92,23941
2012,8,10,4,2,,,,23,100,1007,23,cv,1.78,0,0,85,23942
2014,7,14,10,2,19,26,19,14,35,1003,31,NE,9.39,0,0,19,23943
2013,7,9,14,2,43,49,43,23,94,1003,24,NW,1.79,1,9.1,46,23944
2014,7,12,1,2,14,39,23,14,44,1002,27,cv,0.89,0,0,21,23945
2012,4,14,2,1,,,,2,36,1007,17,SE,87.18,0,0,56,23946
2014,3,3,20,1,233,194,222,-6,51,1021,3,NW,14.31,0,0,241,23947
2015,8,14,9,2,20,15,12,17,43,1003,31,NW,11.62,0,0,20,23948
2010,9,9,1,3,,,,16,82,1014,19,SE,10.28,0,0,142,23949
2013,6,6,17,2,,205,184,19,93,1008,20,cv,1.78,0,0,207,23950
2012,11,20,17,3,,,,-6,39,1021,7,SE,2.68,0,0,110,23951
2010,12,19,2,4,,,,-11,58,1014,-4,cv,1.78,0,0,404,23952
2012,11,12,4,3,,,,-13,31,1019,2,NW,294.11,0,0,13,23953
2015,12,15,1,4,8,,11,-12,34,1024,2,NW,76.42,0,0,8,23954
2011,11,25,20,3,,,,-4,80,1026,-1,cv,2.67,0,0,274,23955
2010,6,18,16,2,,,,18,57,1003,27,SE,4.92,0,0,69,23956
2014,11,25,23,3,266,370,332,0,86,1016,2,SE,7.16,0,0,323,23957
2013,12,9,23,4,24,82,56,-14,42,1022,-3,NW,1.79,0,0,63,23958
2015,3,11,12,1,11,19,9,-20,12,1025,7,SE,3.13,0,0,11,23959
2014,2,8,19,4,10,7,3,-19,27,1031,-3,NW,29.06,0,0,7,23960
2015,4,11,13,1,124,121,126,7,48,1019,18,SE,33.51,0,0,108,23961
2010,5,6,18,1,,,,-2,14,1003,27,NW,93.85,0,0,25,23962
2011,1,24,15,4,,,,-19,22,1031,0,cv,0.89,0,0,63,23963
2013,5,28,17,1,46,49,42,16,60,1004,24,SE,13.86,0,0,44,23964
2012,11,22,1,3,,,,-2,92,1019,-1,cv,2.23,0,0,418,23965
2012,12,20,15,4,,,,-7,73,1029,-3,SE,1.79,0,0,273,23966
2011,5,1,12,1,,,,-2,16,1011,25,NW,216.79,0,0,38,23967
2012,4,18,23,1,,,,13,87,1012,15,SE,11.18,0.5,6.1,50,23968
2014,7,16,17,2,138,118,104,21,65,1002,28,SE,13.41,0,0,90,23969
2010,11,14,20,3,,,,-8,58,1035,0,NW,209.28,0,0,10,23970
2015,10,28,13,3,8,,4,-7,22,1023,14,NW,19.66,0,0,6,23971
2014,2,4,8,4,10,5,14,-32,9,1032,-5,NW,51.86,0,0,9,23972
2012,3,31,17,1,,,,-14,14,1018,12,SE,14.75,0,0,27,23973
2015,5,18,10,1,138,35,26,-3,15,1003,25,NW,46.04,0,0,26,23974
2012,10,11,19,3,,,,8,67,1013,14,cv,0.89,0,0,158,23975
2012,2,20,14,4,,,,-20,11,1019,8,SE,1.79,0,0,129,23976
2013,3,8,10,1,200,148,157,-2,33,1007,14,SE,1.79,0,0,139,23977
2012,4,13,5,1,,,,2,70,1008,7,cv,2.67,0,0,63,23978
2011,6,18,17,2,,,,18,41,1004,33,SE,12.06,0,0,113,23979
2015,2,21,11,4,272,244,256,0,93,1015,1,SE,3.58,0,0,241,23980
2012,5,18,10,1,,,,11,49,1008,22,cv,1.79,0,0,107,23981
2014,10,27,21,3,42,,53,-2,45,1030,9,SE,33.97,0,0,51,23982
2014,6,26,8,2,170,166,146,21,83,1004,24,cv,2.68,0,0,128,23983
2012,4,15,0,1,,,,4,37,1003,19,SE,81.36,0,0,86,23984
2015,12,22,15,4,489,520,502,-4,74,1026,0,cv,4.45,0,0,508,23985
2010,7,22,13,2,,,,25,62,1008,33,SE,3.13,0,0,153,23986
2010,2,19,7,4,,,,-15,61,1018,-9,NW,3.58,0,0,114,23987
2012,3,19,17,1,,,,-2,60,1023,5,SE,16.09,0,0,91,23988
2013,1,6,13,4,,,,-19,25,1027,-2,NW,1.79,0,0,78,23989
2013,8,16,0,2,73,176,49,26,83,1000,29,SE,31.76,0.3,2.5,55,23990
2010,6,19,20,2,,,,21,73,1004,26,SE,23.25,0,0,104,23991
2015,7,15,23,2,46,41,36,18,54,1007,28,NW,15.2,0,0,41,23992
2015,6,23,14,2,183,155,172,20,52,1006,31,SE,14.76,0,0,116,23993
2013,2,5,0,4,84,,79,-6,79,1027,-3,SE,18.77,0,0,77,23994
2011,10,26,14,3,,,,4,61,1023,11,NE,1.79,0,0,110,23995
2014,10,2,17,3,58,30,53,13,64,1012,20,SE,3.58,0,0,33,23996
2015,8,22,4,2,7,,5,17,77,1004,21,NW,16.09,0,0,11,23997
2012,3,28,13,1,,,,-5,19,1025,19,SE,20.57,0,0,59,23998
2014,6,25,7,2,89,104,80,18,69,1003,24,SE,1.79,0,0,86,23999
2014,6,10,8,2,79,90,84,16,77,1009,20,cv,1.78,0,0,83,24000
2010,1,18,3,4,,,,-13,78,1028,-10,NW,6.71,0,0,407,24001
2015,1,6,6,4,9,8,8,-23,24,1029,-6,cv,0.89,0,0,16,24002
2013,1,15,5,4,,,,-8,79,1027,-5,SE,50.96,0,0,79,24003
2015,5,1,15,1,38,,43,10,55,1009,19,NW,29.95,0,0,40,24004
2013,6,13,22,2,83,86,,13,47,1008,25,SE,7.15,0,0,75,24005
2013,10,12,6,3,59,80,57,5,81,1019,8,NW,12.52,0,0,70,24006
2010,6,30,6,2,,,,20,78,1003,24,SE,0.89,0,0,197,24007
2012,2,28,17,4,,,,-9,30,1019,7,SE,28.16,0,0,99,24008
2013,8,18,10,2,8,15,3,14,35,1009,31,NW,3.13,0,0,11,24009
2012,9,18,15,3,,,,2,17,1008,29,NW,3.13,0,0,11,24010
2013,4,5,21,1,13,8,3,-10,32,1023,5,NW,104.61,0,0,8,24011
2013,8,13,7,2,70,128,79,22,78,1006,26,SE,16.54,0,0,78,24012
2013,3,22,4,1,56,152,48,-5,59,1015,2,NW,8.04,0,0,58,24013
2011,12,28,15,4,,,,-9,38,1030,4,SE,9.83,0,0,137,24014
2014,12,24,7,4,8,13,8,-15,48,1032,-6,NW,27.26,0,0,11,24015
2015,10,13,2,3,39,,40,5,81,1021,8,NW,3.58,0,0,26,24016
2012,9,3,8,3,,,,11,52,1013,21,NE,31.28,0,0,17,24017
2014,11,23,7,3,79,116,102,-1,86,1026,1,NW,3.13,0,0,111,24018
2012,6,19,0,2,,,,18,69,1002,24,SE,20.56,0,0,236,24019
2013,10,1,11,3,26,27,4,14,87,1017,16,NW,3.13,1,22.5,27,24020
2014,11,10,8,3,38,59,39,-4,52,1024,5,NW,12.53,0,0,47,24021
2010,8,5,19,2,,,,8,26,1011,29,NW,108.63,0,0,18,24022
2013,6,28,16,2,495,513,513,22,74,999,27,SE,41.57,0,0,432,24023
2015,4,22,19,1,44,44,42,2,25,1013,23,SE,53.64,,,46,24024
2014,1,13,21,4,183,253,245,-18,41,1031,-7,NE,1.79,0,0,287,24025
2011,2,2,21,4,,,,-17,22,1023,2,NW,94.77,0,0,61,24026
2015,5,28,5,1,,113,139,15,64,1003,22,SE,77.77,0,0,136,24027
2015,1,31,7,4,10,20,15,-22,29,1040,-7,NE,15.2,0,0,23,24028
2015,5,31,22,1,62,50,61,15,37,998,31,SE,48.73,0,0,67,24029
2011,5,7,14,1,,,,3,22,1006,26,cv,3.58,0,0,29,24030
2015,7,1,23,2,8,3,13,12,49,1001,23,NW,12.07,0,0,5,24031
2012,1,3,2,4,,,,-19,32,1032,-5,NW,138.58,0,0,11,24032
2011,9,22,7,3,,,,8,76,1016,12,NW,24.14,0,0,32,24033
2011,7,1,8,2,,,,23,88,1004,25,SE,4.92,3.5,6,82,24034
2015,9,10,9,3,13,,3,15,82,1022,18,NW,4.02,0,0,11,24035
2010,8,21,0,2,,,,21,83,1014,24,SE,32.19,0,0,62,24036
2011,1,5,1,4,,,,-19,32,1029,-5,NW,85.38,0,0,24,24037
2015,8,30,11,2,32,,31,18,78,1013,22,SE,3.13,10.8,10.8,34,24038
2010,12,19,15,4,,,,-12,18,1016,11,NW,71.52,0,0,16,24039
2015,4,8,9,1,117,123,117,-1,49,1027,9,cv,1.78,0,0,103,24040
2013,6,20,13,2,24,17,24,14,35,1007,31,NE,12.96,0,0,30,24041
2014,12,7,1,4,115,160,162,-12,42,1026,-1,cv,2.67,0,0,137,24042
2012,11,23,5,3,,,,-14,49,1029,-5,NW,11.17,0,0,10,24043
2012,2,10,22,4,,,,-19,24,1027,-1,SE,41.58,0,0,82,24044
2011,5,29,7,1,,,,18,78,1009,22,SE,6.26,0,0,99,24045
2010,6,3,14,2,,,,13,41,1017,27,cv,1.79,0,0,108,24046
2012,7,3,1,2,,,,18,73,996,23,cv,1.78,0,0,48,24047
2011,9,5,2,3,,,,17,93,1012,18,cv,0.89,0,0,81,24048
2015,6,22,5,2,113,117,118,16,68,1006,22,SE,6.71,0,0,113,24049
2014,1,8,19,4,18,17,18,-25,15,1033,-2,NW,49.17,0,0,22,24050
2015,8,24,15,2,11,,9,18,61,1010,26,SE,4.92,0,0,13,24051
2012,11,29,2,3,,,,-11,73,1024,-7,NW,3.13,0,0,145,24052
2015,11,9,20,3,149,,165,4,,,6,cv,0.89,0,0,150,24053
2013,8,21,23,2,111,18,96,18,82,1007,21,SE,32.64,0,0,106,24054
2012,9,25,10,3,,,,17,73,1018,22,SE,25.93,0,0,88,24055
2015,5,21,8,1,30,34,22,7,37,1014,22,NW,1.79,0,0,32,24056
2012,3,10,21,1,,,,-22,19,1033,-2,NW,144.38,0,0,7,24057
2011,4,5,17,1,,,,-5,21,1019,17,SE,57.67,0,0,166,24058
2015,12,27,15,4,68,70,65,-12,49,1038,-3,NW,3.58,0,0,70,24059
2013,9,19,12,3,145,128,142,18,73,1013,23,cv,1.78,0,0,108,24060
2010,2,23,4,4,,,,-7,85,1011,-5,cv,2.23,0,0,105,24061
2010,10,18,21,3,,,,6,93,1026,7,cv,0.89,0.3,4.7,38,24062
2012,8,8,7,2,,,,25,94,1005,26,SE,0.89,2.5,5.3,120,24063
2014,3,12,16,1,3,10,19,-25,6,1023,10,NE,3.13,0,0,13,24064
2010,1,4,2,4,,,,-17,56,1024,-10,NW,29.95,0,0,26,24065
2010,4,16,10,1,,,,4,66,1019,10,NE,3.13,0,0,266,24066
2014,10,9,4,3,,,,11,93,1019,12,SE,0.89,0,0,345,24067
2013,4,7,12,1,97,88,63,-1,40,1007,12,SE,71.52,0,0,80,24068
2014,8,14,22,2,33,31,20,16,64,1006,23,cv,0.89,0,0,17,24069
2015,2,1,0,4,146,130,134,-17,41,1036,-6,NE,1.78,0,0,113,24070
2015,9,4,16,3,38,,34,19,93,1011,20,SE,23.7,8.4,15,44,24071
2013,8,29,15,2,5,5,3,6,23,1003,29,NW,98.79,0,0,7,24072
2011,4,27,15,1,,,,-2,19,1009,22,SE,4.02,0,0,36,24073
2012,5,16,17,1,,,,-1,15,1000,28,NW,136.76,0,0,25,24074
2014,8,6,8,2,52,71,38,19,61,1008,27,NW,16.09,0,0,50,24075
2013,4,6,22,1,28,25,37,-8,33,1012,7,SE,21.46,0,0,32,24076
2012,8,15,14,2,,,,18,48,1006,30,NE,4.92,0,0,16,24077
2010,2,14,7,4,,,,-18,32,1032,-4,NW,4.02,0,0,7,24078
2014,9,2,11,3,31,36,28,20,94,1010,21,NE,5.37,2.2,2.8,39,24079
2011,9,21,19,3,,,,4,30,1013,22,SE,9.84,0,0,36,24080
2010,6,14,12,2,,,,17,54,1005,27,NE,1.79,0,0,68,24081
2010,5,1,5,1,,,,2,65,1008,8,NW,1.78,0,0,86,24082
2010,7,8,1,2,,,,17,61,1007,25,SE,16.54,0,0,45,24083
2011,3,14,11,1,,,,-19,13,1030,7,NW,62.14,0,0,25,24084
2014,5,12,1,1,23,28,35,10,93,1000,11,SE,0.89,0,0,45,24085
2012,9,7,0,3,,,,18,100,1016,18,NW,3.13,0.1,11.6,141,24086
2012,9,8,1,3,,,,18,88,1016,20,cv,1.78,0,0,47,24087
2011,6,11,1,2,,,,18,88,1004,20,SE,10.28,0,0,53,24088
2010,7,16,19,2,,,,23,70,1003,29,SE,22.8,0,0,139,24089
2014,4,30,7,1,111,123,116,10,72,1010,15,NE,3.56,0,0,146,24090
2014,9,26,10,3,115,131,127,16,82,1012,19,SE,16.1,0,0,130,24091
2011,1,22,7,4,,,,-18,56,1029,-11,NW,12.07,0,0,88,24092
2013,9,24,13,3,3,6,14,-2,21,1021,21,NW,24.58,0,0,7,24093
2013,1,16,17,4,,,,-16,30,1034,-1,NE,9.84,0,0,227,24094
2012,11,5,17,3,,,,-3,42,1021,9,NW,411.72,0,0,36,24095
2012,7,2,12,2,,,,13,28,998,34,NW,1.79,0,0,13,24096
2011,2,13,3,4,,,,-7,100,1029,-7,SE,36.67,0.4,1.5,65,24097
2010,9,1,1,3,,,,20,88,1012,22,NE,0.89,0,0,108,24098
2015,5,6,16,1,35,74,27,-5,16,1011,21,SE,15.2,0,0,32,24099
2014,8,29,16,2,84,95,88,18,57,1015,27,cv,1.78,0,0,88,24100
2011,2,23,19,4,,,,-4,59,1013,3,NW,4.92,0,0,470,24101
2013,7,16,8,2,7,3,6,18,57,999,27,NW,7.15,0,0,12,24102
2010,2,11,11,4,,,,-22,21,1037,-3,NE,5.81,0,0,12,24103
2012,1,24,18,4,,,,-25,20,1026,-6,NW,1.79,0,0,18,24104
2013,3,13,1,1,3,11,10,-6,63,1024,0,NW,6.26,0,0,13,24105
2013,2,10,16,4,14,,12,-24,13,1031,1,NW,3.13,0,0,16,24106
2015,12,6,2,4,126,,114,-6,79,1031,-3,NE,0.89,0,0,118,24107
2014,8,22,1,2,21,24,20,18,73,1008,23,NE,1.79,0,0,21,24108
2012,12,12,23,4,,,,-4,92,1028,-3,NE,0.89,0,0,268,24109
2015,2,27,2,4,6,8,7,-17,30,1033,-2,NE,19.23,0,0,14,24110
2015,12,5,0,4,124,,111,-9,43,1026,2,SE,8.94,0,0,111,24111
2013,5,16,3,1,47,52,45,9,67,1018,15,cv,0.89,0,0,53,24112
2010,8,28,7,2,,,,17,77,1012,21,NW,13.86,0,0,47,24113
2015,9,18,21,3,68,,54,16,77,1017,20,NW,1.79,0,0,55,24114
2013,3,23,3,1,53,45,48,-3,74,1015,1,SE,75.54,0,0,51,24115
2013,5,6,16,1,90,127,49,8,23,1012,31,SE,12.96,0,0,82,24116
2013,11,26,4,3,3,37,26,-14,42,1017,-3,cv,0.89,0,0,32,24117
2013,3,18,19,1,45,52,44,-3,52,1007,6,SE,25.93,0,0,49,24118
2013,12,8,7,4,363,318,361,-2,74,1020,2,NW,4.92,0,0,379,24119
2014,6,15,22,2,119,84,92,19,88,1004,21,cv,0.89,0,0,113,24120
2015,4,11,17,1,99,110,108,7,48,1019,18,SE,52.29,0.3,0.3,101,24121
2013,12,12,18,4,8,15,5,-28,13,1024,-4,NW,117.11,0,0,16,24122
2011,12,24,0,4,,,,-15,33,1027,-1,NW,21.9,0,0,10,24123
2012,1,19,15,4,,,,-6,59,1027,1,SE,0.89,0,0,399,24124
2012,1,23,2,4,,,,-24,36,1032,-12,NW,8.05,0,0,430,24125
2013,1,9,20,4,,,,-15,42,1029,-4,SE,12.07,0,0,41,24126
2015,6,29,14,2,12,3,8,16,73,1005,21,NE,18.78,0.1,0.1,11,24127
2013,2,22,18,4,16,,18,-25,9,1029,5,NW,31.73,0,0,30,24128
2014,10,28,19,3,44,,56,2,44,1025,14,SE,11.18,0,0,47,24129
2012,8,11,3,2,,,,22,88,1005,24,SE,5.37,0,0,108,24130
2012,9,29,15,3,,,,-2,16,1015,25,cv,0.89,0,0,5,24131
2011,5,12,10,1,,,,-7,17,1009,18,NW,181.03,0,0,24,24132
2012,1,20,7,4,,,,-18,30,1035,-3,NE,32.64,0,0,15,24133
2012,9,7,10,3,,,,18,69,1016,24,NE,5.37,0,0,99,24134
2014,7,12,4,2,6,14,5,11,39,1003,26,NE,9.83,0,0,9,24135
2015,7,29,23,2,42,23,25,22,74,1002,27,SE,3.13,,,22,24136
2010,4,24,6,1,,,,0,56,1019,8,SE,37.56,0,0,81,24137
2014,3,17,13,1,42,41,35,-10,13,1011,19,NW,35.32,0,0,49,24138
2012,3,25,16,1,,,,-10,16,1020,15,SE,15.2,0,0,37,24139
2010,5,18,4,1,,,,14,93,1004,15,NW,3.13,2.2,2.3,79,24140
2015,4,13,23,1,66,64,64,3,47,1016,14,SE,29.52,0,0,60,24141
2010,10,8,6,3,,,,11,100,1016,11,cv,1.34,0,0,349,24142
2012,1,5,5,4,,,,-18,71,1030,-14,NW,4.92,0,0,130,24143
2015,11,1,21,3,131,,123,2,75,1021,6,cv,0.89,0,0,125,24144
2015,11,23,0,3,32,,34,-4,100,1037,-4,cv,2.67,0,0,33,24145
2014,10,15,20,3,13,50,11,-9,18,1020,15,NW,100.12,0,0,20,24146
2011,10,22,11,3,,,,12,67,1018,18,NW,4.92,0,0,287,24147
2011,12,3,7,4,,,,-8,73,1026,-4,NE,8.05,0,0,36,24148
2015,8,17,21,2,69,,54,14,42,1007,28,SE,12.07,0,0,62,24149
2015,1,16,16,4,5,3,8,-18,19,1030,3,NW,97.01,0,0,13,24150
2014,8,11,5,2,10,46,13,18,82,1005,21,NW,20.12,0,0,12,24151
2012,1,2,22,4,,,,-19,27,1032,-3,NW,108.18,0,0,18,24152
2011,11,26,8,3,,,,-3,86,1022,-1,NW,17.44,0,0,223,24153
2013,1,24,21,4,10,,19,-19,30,1024,-4,SE,1.79,0,0,23,24154
2010,2,24,3,4,,,,-6,59,1003,1,cv,1.78,0,0,227,24155
2013,10,19,18,3,15,9,15,-3,28,1025,15,NW,94.33,0,0,13,24156
2014,10,21,6,3,12,43,31,1,46,1024,12,SE,21.9,0,0,38,24157
2014,4,18,10,1,153,144,183,11,63,1020,18,cv,3.56,0,0,193,24158
2015,5,5,11,1,68,,50,4,30,1005,22,SE,1.79,0,0,75,24159
2014,9,24,22,3,92,79,84,16,93,1017,17,SE,15.64,0,0,101,24160
2014,6,2,8,2,10,18,18,14,64,1013,21,NW,3.13,0,0,18,24161
2010,4,21,20,1,,,,3,54,1022,12,NE,4.92,0,0,46,24162
2011,12,17,10,4,,,,-16,35,1035,-3,NW,19.68,0,0,69,24163
2011,6,18,22,2,,,,21,78,1007,25,SE,33.97,0,0,237,24164
2012,9,9,15,3,,,,19,61,1013,27,SE,3.13,0,0,93,24165
2013,9,13,0,3,81,63,43,15,77,1008,19,SE,21.47,0.2,12.8,86,24166
2012,4,28,7,1,,,,-5,30,1013,12,cv,1.78,0,0,98,24167
2014,7,5,23,2,213,187,172,23,83,1006,26,SE,17.43,0,0,182,24168
2014,5,1,22,1,28,37,37,4,47,1012,15,NW,57.66,0,0,48,24169
2013,9,8,8,3,57,46,59,15,77,1018,19,NE,1.79,0,0,50,24170
