year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_US_Post,No,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan
2013,7,13,6,2,23.0,94.0,1007.0,24.0,2,0.0016646404189656786,0.0,0.0,136,18103,136.0,138.0,140.0
2014,2,22,15,4,-4.0,48.0,1029.0,6.0,2,0.009202281866641729,0.0,0.0,350,18104,263.0,264.0,264.0
2012,12,11,8,4,-11.0,85.0,1034.0,-9.0,1,0.0033479846628635557,0.0,0.0,95,18105,80.0,113.0,85.0
2013,4,4,2,1,-4.0,39.0,1015.0,9.0,2,0.1371364444028804,0.0,0.0,61,18106,45.0,58.0,51.0
2011,6,27,9,2,18.0,57.0,1000.0,27.0,4,0.004993921256897036,0.0,0.0,59,18107,57.0,66.0,59.0
2011,7,19,21,2,21.0,83.0,1002.0,24.0,2,0.03261947068175442,0.0,0.0,44,18108,50.0,47.0,44.0
2014,1,20,7,4,-21.0,21.0,1028.0,-2.0,1,0.23157205648555132,0.0,0.0,11,18109,6.0,3.0,8.0
2011,12,29,19,4,-11.0,58.0,1038.0,-4.0,2,0.07444122323015057,0.0,0.0,91,18110,81.0,102.0,77.0
2015,9,7,2,3,16.0,93.0,1013.0,17.0,3,0.003329280837931357,0.0,0.0,33,18111,37.0,37.0,28.0
2011,6,20,0,2,18.0,73.0,1006.0,23.0,2,0.06518282988871224,0.0,0.0,236,18112,250.0,261.0,217.0
2014,1,27,18,4,-20.0,11.0,1020.0,8.0,1,0.013373234826522026,0.0,0.0,32,18113,13.0,46.0,22.0
2012,5,23,8,1,1.0,24.0,1014.0,22.0,3,0.013373234826522026,0.0,0.0,12,18114,11.0,16.0,14.0
2010,7,25,23,2,23.0,74.0,1010.0,28.0,2,0.07358084728326944,0.0,0.0,161,18115,170.0,172.0,173.0
2012,7,7,1,2,23.0,94.0,1002.0,24.0,1,0.0033479846628635557,0.1,0.1,180,18116,173.0,175.0,164.0
2010,6,7,23,2,13.0,50.0,1014.0,24.0,2,0.09531469185448425,0.0,0.0,128,18117,138.0,213.0,126.0
2015,2,6,2,4,-12.0,53.0,1026.0,-4.0,4,0.0008416721219489386,0.0,0.0,58,18118,79.0,67.0,67.0
2010,6,13,15,2,18.0,51.0,1003.0,29.0,2,0.0836248012718601,0.0,0.0,174,18119,185.0,208.0,149.0
2014,9,30,7,3,1.0,50.0,1029.0,11.0,2,0.06190966052557748,0.0,0.0,18,18120,8.0,18.0,11.0
2011,10,12,2,3,13.0,93.0,1020.0,14.0,3,0.003329280837931357,0.0,0.0,234,18121,187.0,228.0,205.0
2010,2,24,7,4,-5.0,74.0,1003.0,-1.0,1,0.018404563733283457,0.0,0.0,262,18122,213.0,244.0,226.0
2015,5,17,22,1,19.0,83.0,998.0,22.0,4,0.0016646404189656786,0.0,0.0,190,18123,222.0,225.0,185.0
2015,5,21,22,1,7.0,37.0,1010.0,22.0,2,0.13627606845599927,0.0,0.0,35,18124,51.0,41.0,33.0
2015,9,10,3,3,13.0,68.0,1022.0,19.0,4,0.0016646404189656786,0.0,0.0,5,18125,4.0,4.0,3.0
2013,12,5,18,4,-15.0,25.0,1023.0,3.0,4,0.0016646404189656786,0.0,0.0,62,18126,31.0,54.0,30.0
2012,3,5,2,1,-6.0,85.0,1017.0,-4.0,2,0.0016646404189656786,0.0,0.0,229,18127,200.0,207.0,192.0
2014,3,31,13,1,5.0,37.0,1015.0,20.0,2,0.012550266529505284,0.0,0.0,235,18128,276.0,271.0,275.0
2011,6,14,22,2,19.0,78.0,1003.0,23.0,1,0.015056579070419903,0.0,0.0,78,18129,85.0,81.0,68.0
2011,4,4,2,1,-3.0,52.0,1023.0,6.0,4,0.0025063125409146175,0.0,0.0,125,18130,117.0,112.0,113.0
2012,11,14,5,3,-12.0,53.0,1024.0,-4.0,1,0.00751893762274385,0.0,0.0,16,18131,13.0,17.0,11.0
2015,4,14,5,1,3.0,93.0,1011.0,4.0,1,0.005854297203778173,0.0,0.0,97,18132,82.0,99.0,78.0
2014,12,20,21,4,-19.0,25.0,1031.0,-2.0,1,0.5501356027307585,0.0,0.0,6,18133,3.0,6.0,3.0
2011,10,13,4,3,14.0,93.0,1013.0,15.0,2,0.026783877302908446,0.0,0.0,280,18134,272.0,245.0,277.0
2011,8,19,3,2,20.0,94.0,1012.0,21.0,4,0.0016646404189656786,0.0,0.0,51,18135,50.0,54.0,46.0
2014,4,29,4,1,5.0,62.0,1016.0,12.0,3,0.0016646404189656786,0.0,0.0,91,18136,76.0,93.0,86.0
2010,6,28,23,2,19.0,65.0,1003.0,26.0,2,0.07189750303937155,0.0,0.0,196,18137,227.0,196.0,197.0
2013,9,15,9,3,0.0,24.0,1016.0,21.0,3,0.020892172449265875,0.0,0.0,12,18138,10.0,14.0,9.0
2010,3,9,0,1,-15.0,45.0,1042.0,-5.0,1,0.0861311138127747,0.0,0.0,7,18139,9.0,10.0,10.0
2011,11,22,16,3,-10.0,26.0,1021.0,8.0,1,0.0752454877022351,0.0,0.0,7,18140,7.0,8.0,7.0
2014,4,13,16,1,2.0,23.0,1015.0,24.0,2,0.04094267277658281,0.0,0.0,157,18141,171.0,209.0,163.0
2012,8,25,13,2,17.0,51.0,1012.0,28.0,4,0.0033479846628635557,0.0,0.0,128,18142,137.0,147.0,126.0
2011,5,7,8,1,5.0,39.0,1009.0,19.0,1,0.00751893762274385,0.0,0.0,23,18143,19.0,28.0,24.0
2015,3,24,12,1,-10.0,20.0,1033.0,12.0,4,0.0066959693257271115,0.0,0.0,64,18144,75.0,72.0,72.0
2012,4,30,3,1,11.0,93.0,1010.0,12.0,4,0.0008416721219489386,0.0,0.0,111,18145,95.0,109.0,99.0
2010,9,3,15,3,19.0,65.0,1012.0,26.0,4,0.0016646404189656786,0.0,0.0,70,18146,73.0,72.0,71.0
2013,6,18,17,2,12.0,27.0,995.0,33.0,2,0.07191620686430376,0.0,0.0,40,18147,40.0,30.0,21.0
2010,3,13,15,1,-10.0,28.0,1024.0,7.0,2,0.054315907603104834,0.0,0.0,58,18148,59.0,54.0,56.0
2014,1,27,17,4,-12.0,26.0,1018.0,6.0,4,0.0016646404189656786,0.0,0.0,19,18149,14.0,36.0,21.0
2011,10,18,12,3,8.0,55.0,1025.0,17.0,4,0.003329280837931357,0.0,0.0,86,18150,83.0,93.0,85.0
2011,12,23,2,4,-14.0,67.0,1028.0,-9.0,2,0.0016646404189656786,0.0,0.0,119,18151,90.0,121.0,109.0
2013,11,6,20,3,-15.0,12.0,1020.0,13.0,1,0.18397082203310577,0.0,0.0,8,18152,8.0,7.0,8.0
2015,7,27,16,2,25.0,62.0,1002.0,33.0,2,0.03260076685682222,0.0,0.0,67,18153,87.0,74.0,76.0
2012,6,21,13,2,18.0,45.0,1003.0,31.0,4,0.0033479846628635557,0.0,0.0,153,18154,167.0,162.0,134.0
2013,5,22,19,1,5.0,27.0,1010.0,25.0,2,0.08276442532497896,0.0,0.0,29,18155,70.0,26.0,44.0
2011,1,27,12,4,-20.0,25.0,1043.0,-3.0,3,0.04432806508931077,0.0,0.0,17,18156,13.0,11.0,13.0
2015,6,18,1,2,18.0,78.0,1007.0,22.0,4,0.0016646404189656786,0.0,0.0,72,18157,73.0,69.0,66.0
2011,7,28,13,2,25.0,70.0,1005.0,31.0,4,0.0066959693257271115,0.0,0.0,210,18158,233.0,258.0,230.0
2013,8,2,19,2,19.0,61.0,1004.0,27.0,3,0.005854297203778173,0.0,0.0,47,18159,43.0,101.0,124.0
2011,3,6,13,1,-16.0,14.0,1024.0,10.0,3,0.010866922285607407,0.0,0.0,11,18160,7.0,11.0,10.0
2013,8,15,0,2,24.0,78.0,1003.0,28.0,2,0.08111848873094547,0.0,0.0,61,18161,75.0,104.0,50.0
2012,8,30,19,2,23.0,70.0,1008.0,29.0,2,0.04180304872346395,0.0,0.0,224,18162,216.0,209.0,201.0
2010,7,25,16,2,23.0,52.0,1008.0,34.0,2,0.03344243897877116,0.0,0.0,118,18163,144.0,175.0,138.0
2013,12,7,5,4,-8.0,73.0,1020.0,-4.0,1,0.0066959693257271115,0.0,0.0,244,18164,235.0,303.0,261.0
2011,1,21,0,4,-21.0,34.0,1029.0,-8.0,1,0.0033479846628635557,0.0,0.0,120,18165,99.0,112.0,106.0
2012,3,19,7,1,-2.0,92.0,1027.0,-1.0,3,0.003329280837931357,0.0,0.0,76,18166,69.0,62.0,65.0
2010,12,2,4,4,-1.0,86.0,1012.0,1.0,1,0.05517628354998597,0.0,0.0,142,18167,136.0,155.0,139.0
2014,5,8,14,1,5.0,31.0,1013.0,23.0,2,0.022556812868231555,0.0,0.0,62,18168,74.0,41.0,73.0
2012,5,27,14,1,15.0,37.0,1006.0,31.0,2,0.053511643131020296,0.0,0.0,136,18169,138.0,144.0,127.0
2012,6,13,1,2,11.0,59.0,1000.0,19.0,3,0.0033479846628635557,0.0,0.0,15,18170,13.0,21.0,11.0
2011,10,9,14,3,13.0,47.0,1017.0,25.0,2,0.0033479846628635557,0.0,0.0,271,18171,280.0,253.0,287.0
2015,11,12,23,3,6.0,86.0,1029.0,7.0,2,0.0016646404189656786,0.0,0.0,196,18172,217.0,213.0,209.0
2015,8,29,19,2,16.0,50.0,1008.0,27.0,2,0.045992705508276444,0.0,0.0,28,18173,38.0,14.0,17.0
2015,10,26,21,3,-6.0,26.0,1018.0,13.0,1,0.07021415879547367,0.0,0.0,7,18174,4.0,47.0,8.0
2014,10,5,10,3,5.0,42.0,1025.0,18.0,1,0.031777798559805476,0.0,0.0,10,18175,3.0,9.0,11.0
2013,12,1,9,4,-14.0,31.0,1026.0,1.0,4,0.0016646404189656786,0.0,0.0,93,18176,43.0,89.0,61.0
2014,7,18,2,2,22.0,78.0,1006.0,26.0,2,0.005854297203778173,0.0,0.0,158,18177,134.0,157.0,137.0
2014,11,7,16,3,-4.0,39.0,1030.0,9.0,4,0.0016646404189656786,0.0,0.0,28,18178,21.0,28.0,31.0
2015,3,3,11,1,-25.0,12.0,1027.0,1.0,1,0.38799214439352847,0.0,0.0,6,18179,8.0,7.0,6.0
2011,11,22,11,3,1.0,65.0,1020.0,7.0,2,0.009202281866641729,0.0,0.0,241,18180,212.0,207.0,230.0
2015,3,18,12,1,-11.0,18.0,1016.0,12.0,2,0.02425886093706163,0.0,0.0,30,18181,34.0,37.0,18.0
2013,1,5,4,4,-21.0,55.0,1028.0,-14.0,1,0.015056579070419903,0.0,0.0,30,18182,20.0,27.0,25.0
2015,10,19,0,3,5.0,66.0,1022.0,11.0,2,0.10367530159917704,0.0,0.0,19,18183,19.0,168.0,24.0
2015,5,5,15,1,1.0,17.0,1003.0,28.0,4,0.00836060974469279,0.0,0.0,24,18184,36.0,74.0,31.0
2010,1,16,23,4,-14.0,78.0,1032.0,-11.0,1,0.005012625081829235,0.0,0.0,263,18185,226.0,226.0,229.0
2010,6,30,11,2,20.0,69.0,1004.0,26.0,4,0.0016646404189656786,0.0,0.0,156,18186,160.0,141.0,151.0
2015,10,23,14,3,9.0,52.0,1016.0,19.0,4,0.006677265500794912,0.0,0.0,33,18187,48.0,63.0,48.0
2011,9,9,14,3,4.0,27.0,1020.0,24.0,3,0.009202281866641729,0.0,0.0,7,18188,9.0,8.0,10.0
2010,5,11,20,1,4.0,37.0,1015.0,19.0,3,0.005012625081829235,0.0,0.0,39,18189,36.0,40.0,34.0
2012,9,29,8,3,3.0,39.0,1020.0,17.0,1,0.005854297203778173,0.0,0.0,14,18190,11.0,14.0,12.0
2011,6,7,8,2,18.0,69.0,998.0,24.0,4,0.0016646404189656786,0.0,0.0,237,18191,256.0,264.0,198.0
2013,10,13,17,3,10.0,72.0,1017.0,15.0,2,0.00836060974469279,0.0,0.0,70,18192,64.0,86.0,52.0
2015,12,21,20,4,-5.0,86.0,1029.0,-3.0,4,0.0016646404189656786,26.775775136867406,27.046892776071576,385,18193,394.0,151.0,378.0
2010,5,16,21,1,14.0,93.0,1014.0,15.0,2,0.17809782100439542,0.4,1.8,48,18194,44.0,52.0,45.0
2015,10,20,7,3,10.0,93.0,1019.0,11.0,1,0.015898251192368842,0.0,0.0,81,18195,77.0,168.0,91.0
2013,9,18,21,3,17.0,77.0,1017.0,21.0,2,0.009202281866641729,0.0,0.0,116,18196,76.0,111.0,98.0
2012,10,24,13,3,-5.0,14.0,1010.0,24.0,1,0.015056579070419903,0.0,0.0,42,18197,41.0,44.0,34.0
2013,8,27,14,2,19.0,65.0,1007.0,26.0,3,0.0066959693257271115,0.0,0.0,67,18198,90.0,73.0,72.0
2015,2,26,19,4,-20.0,16.0,1026.0,3.0,1,0.12372580192649399,0.0,0.0,15,18199,17.0,15.0,22.0
2013,10,7,20,3,7.0,51.0,1022.0,17.0,1,0.0066959693257271115,0.0,0.0,55,18200,71.0,92.0,44.0
2014,10,5,8,3,9.0,67.0,1025.0,15.0,1,0.009202281866641729,0.0,0.0,21,18201,19.0,38.0,31.0
2012,2,11,4,4,-19.0,47.0,1026.0,-10.0,3,0.0033479846628635557,0.0,0.0,117,18202,99.0,116.0,103.0
2012,12,6,10,4,-14.0,53.0,1023.0,-6.0,4,0.003329280837931357,0.0,0.0,83,18203,48.0,78.0,76.0
2014,11,14,2,3,-9.0,54.0,1025.0,-1.0,1,0.015898251192368842,0.0,0.0,52,18204,44.0,84.0,56.0
2010,3,17,19,1,-12.0,32.0,1025.0,3.0,4,0.0016646404189656786,0.0,0.0,51,18205,46.0,51.0,48.0
2010,2,14,12,4,-23.0,18.0,1035.0,-2.0,1,0.009202281866641729,0.0,0.0,21,18206,18.0,16.0,19.0
2014,5,14,15,1,-1.0,21.0,1005.0,22.0,1,0.41804919105957167,0.0,0.0,18,18207,14.0,4.0,7.0
2014,8,2,17,2,24.0,56.0,1001.0,34.0,2,0.012550266529505284,0.0,0.0,101,18208,110.0,122.0,109.0
2010,10,9,15,3,14.0,64.0,1009.0,21.0,2,0.010043953988590667,0.0,0.0,435,18209,395.0,390.0,407.0
2014,6,17,15,2,20.0,65.0,1001.0,27.0,2,0.021752548396147015,0.0,0.0,132,18210,146.0,146.0,133.0
2010,4,27,17,1,-9.0,22.0,1007.0,12.0,1,0.32275320303001964,0.0,0.0,14,18211,15.0,12.0,13.0
2015,5,14,5,1,0.0,31.0,1005.0,17.0,1,0.1504909754044702,0.0,0.0,10,18212,8.0,14.0,20.0
2010,3,16,0,1,-10.0,58.0,1026.0,-3.0,1,0.0016646404189656786,0.0,0.0,63,18213,48.0,59.0,59.0
2015,9,22,19,3,17.0,88.0,1009.0,19.0,3,0.0033479846628635557,0.0,0.0,28,18214,30.0,16.0,29.0
2014,3,7,16,1,-26.0,6.0,1027.0,8.0,2,0.0066959693257271115,0.0,0.0,31,18215,23.0,24.0,28.0
2013,3,31,20,1,2.0,75.0,1015.0,6.0,1,0.009202281866641729,0.0,0.0,256,18216,239.0,227.0,233.0
2013,7,21,3,2,21.0,83.0,1004.0,24.0,2,0.030113158140839806,0.0,0.0,65,18217,70.0,101.0,69.0
2013,2,12,6,4,-10.0,85.0,1027.0,-8.0,4,0.0016646404189656786,0.0,0.0,138,18218,141.0,141.0,113.0
2013,6,12,15,2,15.0,47.0,1006.0,27.0,2,0.03260076685682222,0.0,0.0,83,18219,90.0,88.0,71.0
2010,3,16,2,1,-9.0,68.0,1025.0,-4.0,4,0.003329280837931357,0.0,0.0,67,18220,55.0,62.0,56.0
2012,7,7,11,2,24.0,78.0,1002.0,28.0,2,0.015056579070419903,0.0,0.0,178,18221,212.0,258.0,219.0
2015,7,29,6,2,24.0,94.0,1001.0,25.0,1,0.0016646404189656786,0.0,0.0,78,18222,100.0,93.0,91.0
2013,4,14,17,1,-6.0,21.0,1006.0,16.0,2,0.05182829888712242,0.0,0.0,42,18223,56.0,45.0,54.0
2014,4,16,17,1,-5.0,18.0,1011.0,20.0,2,0.0066959693257271115,0.0,0.0,67,18224,52.0,85.0,56.0
2014,3,22,7,1,-8.0,38.0,1016.0,5.0,1,0.019227532030300195,0.0,0.0,109,18225,80.0,110.0,87.0
2013,10,14,11,3,-6.0,24.0,1027.0,14.0,3,0.06018890863181521,0.0,0.0,13,18226,12.0,13.0,10.0
2015,9,25,13,3,5.0,25.0,1011.0,26.0,1,0.03512578322266904,0.0,0.0,4,18227,5.0,14.0,15.0
2015,2,6,15,4,-15.0,14.0,1020.0,11.0,1,0.05184700271205461,0.0,0.0,61,18228,82.0,49.0,51.0
2010,11,13,11,3,-14.0,22.0,1027.0,3.0,1,0.26089965397923875,0.0,0.0,11,18229,9.0,9.0,9.0
2013,1,22,9,4,-9.0,100.0,1032.0,-9.0,4,0.006658561675862714,0.0,0.0,48,18230,33.0,33.0,47.0
2014,4,4,18,1,-21.0,4.0,1012.0,20.0,3,0.02674646965304405,0.0,0.0,14,18231,9.0,24.0,13.0
2011,1,25,1,4,-19.0,47.0,1031.0,-10.0,1,0.0033479846628635557,0.0,0.0,90,18232,89.0,86.0,84.0
2013,12,16,13,4,-18.0,22.0,1030.0,1.0,4,0.007500233797811652,0.0,0.0,143,18233,129.0,126.0,126.0
2011,12,26,6,4,-13.0,78.0,1037.0,-10.0,1,0.00836060974469279,0.0,0.0,95,18234,80.0,113.0,132.0
2011,11,7,5,3,0.0,86.0,1028.0,2.0,1,0.02425886093706163,0.0,0.0,32,18235,30.0,47.0,29.0
2012,1,17,16,4,-7.0,59.0,1021.0,0.0,2,0.0016646404189656786,0.0,0.0,309,18236,281.0,263.0,263.0
2010,12,27,7,4,-16.0,66.0,1011.0,-11.0,3,0.0033479846628635557,0.0,0.0,124,18237,86.0,134.0,114.0
2013,10,7,6,3,12.0,93.0,1022.0,13.0,1,0.015056579070419903,0.0,0.0,161,18238,241.0,150.0,118.0
2014,4,6,12,1,-18.0,5.0,1018.0,23.0,2,0.00751893762274385,0.0,0.0,33,18239,41.0,39.0,38.0
2012,7,9,22,2,23.0,88.0,1002.0,25.0,4,0.0016646404189656786,0.0,0.0,60,18240,58.0,66.0,54.0
2011,9,23,15,3,8.0,31.0,1014.0,26.0,2,0.028411110072009728,0.0,0.0,104,18241,72.0,102.0,92.0
2013,7,14,17,2,20.0,58.0,1006.0,29.0,2,0.012550266529505284,0.0,0.0,64,18242,66.0,91.0,62.0
2015,1,16,5,4,-8.0,92.0,1025.0,-7.0,1,0.0033479846628635557,0.0,0.0,11,18243,9.0,6.0,14.0
2013,4,17,0,1,0.0,53.0,1013.0,9.0,2,0.07775180024314973,0.0,0.0,48,18244,56.0,49.0,50.0
2015,6,12,19,2,12.0,41.0,997.0,26.0,1,0.20480688300757505,0.0,0.0,8,18245,6.0,3.0,9.0
2013,8,31,18,2,10.0,38.0,1010.0,25.0,2,0.005012625081829235,0.0,0.0,16,18246,16.0,11.0,17.0
2010,5,31,2,1,14.0,77.0,1014.0,18.0,2,0.02341718881511269,0.0,0.0,75,18247,71.0,78.0,64.0
2012,1,26,3,4,-19.0,51.0,1022.0,-11.0,1,0.0033479846628635557,0.0,0.0,113,18248,112.0,106.0,95.0
2010,10,12,18,3,6.0,54.0,1019.0,15.0,2,0.02341718881511269,0.0,0.0,55,18249,58.0,59.0,48.0
2011,12,24,1,4,-16.0,30.0,1028.0,-1.0,1,0.048480314224258865,0.0,0.0,11,18250,11.0,9.0,8.0
2010,10,31,8,3,2.0,70.0,1026.0,7.0,1,0.040998784251379414,0.0,0.0,47,18251,44.0,43.0,46.0
2015,10,14,16,3,10.0,49.0,1016.0,21.0,2,0.0033479846628635557,0.0,0.0,101,18252,103.0,89.0,108.0
2012,9,1,6,3,23.0,100.0,1011.0,23.0,4,0.0016646404189656786,0.0,0.0,204,18253,202.0,188.0,174.0
2011,8,12,17,2,23.0,62.0,1001.0,31.0,2,0.03261947068175442,0.0,0.0,138,18254,167.0,186.0,178.0
2010,11,9,22,3,-3.0,86.0,1020.0,-1.0,3,0.0016646404189656786,0.0,0.0,140,18255,115.0,140.0,129.0
2010,10,6,7,3,11.0,100.0,1014.0,11.0,1,0.005012625081829235,0.0,0.0,154,18256,145.0,138.0,145.0
2015,1,20,22,4,-11.0,53.0,1024.0,-3.0,4,0.009164874216777332,0.0,0.0,72,18257,92.0,154.0,86.0
2013,12,9,1,4,-16.0,24.0,1025.0,2.0,1,0.19147105583091745,0.0,0.0,8,18258,3.0,5.0,6.0
2014,8,26,8,2,13.0,47.0,1014.0,25.0,1,0.029271486018890864,0.0,0.0,19,18259,13.0,25.0,18.0
2012,2,13,13,4,-9.0,38.0,1022.0,4.0,4,0.003329280837931357,0.0,0.0,192,18260,171.0,171.0,156.0
2014,9,1,0,3,20.0,100.0,1014.0,20.0,3,0.003329280837931357,0.0,0.0,96,18261,99.0,84.0,70.0
2011,7,18,14,2,21.0,62.0,1004.0,29.0,4,0.0016646404189656786,0.0,0.0,128,18262,157.0,188.0,163.0
2013,11,21,3,3,-7.0,68.0,1026.0,-2.0,1,0.00834190591976059,0.0,0.0,154,18263,122.0,183.0,162.0
2013,2,14,19,4,-16.0,28.0,1028.0,0.0,4,0.006658561675862714,0.0,0.0,54,18264,37.0,37.0,22.0
2014,5,26,20,1,-2.0,9.0,994.0,34.0,1,0.013373234826522026,0.0,0.0,27,18265,27.0,27.0,30.0
2013,10,27,10,3,1.0,53.0,1019.0,10.0,2,0.0033479846628635557,0.0,0.0,197,18266,189.0,176.0,135.0
2012,1,1,3,4,-13.0,72.0,1033.0,-9.0,1,0.012550266529505284,0.0,0.0,85,18267,73.0,85.0,74.0
2014,7,15,14,2,17.0,43.0,1003.0,31.0,2,0.03763209576358366,0.0,0.0,55,18268,58.0,53.0,46.0
2012,8,7,20,2,24.0,78.0,1005.0,28.0,2,0.04262601702048069,0.0,0.0,85,18269,96.0,112.0,86.0
2012,6,9,13,2,18.0,45.0,996.0,31.0,2,0.009202281866641729,0.0,0.0,140,18270,158.0,167.0,149.0
2013,3,8,16,1,0.0,40.0,1005.0,13.0,2,0.07107453474235481,0.0,0.0,99,18271,111.0,96.0,86.0
2010,11,23,11,3,-7.0,38.0,1020.0,6.0,2,0.0033479846628635557,0.0,0.0,238,18272,212.0,207.0,232.0
2014,8,21,11,2,20.0,58.0,1008.0,29.0,4,0.008323202094828393,0.0,0.0,138,18273,166.0,165.0,149.0
2012,9,20,15,3,16.0,48.0,1012.0,28.0,4,0.0033479846628635557,0.0,0.0,94,18274,110.0,105.0,101.0
2010,9,4,14,3,16.0,48.0,1012.0,28.0,4,0.0033479846628635557,0.0,0.0,71,18275,75.0,74.0,74.0
2010,11,23,10,3,-8.0,44.0,1021.0,3.0,4,0.003329280837931357,0.0,0.0,241,18276,212.0,209.0,217.0
2010,10,7,20,3,14.0,87.0,1016.0,16.0,2,0.0016646404189656786,0.0,0.0,365,18277,307.0,326.0,281.0
2015,7,31,18,2,22.0,65.0,1006.0,29.0,2,0.0066959693257271115,26.775775136867406,27.046892776071576,32,18278,39.0,33.0,29.0
2015,7,18,12,2,21.0,73.0,1007.0,26.0,4,0.004993921256897036,0.0,0.0,42,18279,53.0,47.0,42.0
2011,11,12,5,3,-1.0,56.0,1017.0,7.0,1,0.03763209576358366,0.0,0.0,21,18280,17.0,24.0,21.0
2013,11,4,11,3,-7.0,19.0,1030.0,16.0,4,0.0016646404189656786,0.0,0.0,32,18281,13.0,28.0,29.0
2014,1,6,19,4,-6.0,74.0,1024.0,-2.0,3,0.0016646404189656786,0.0,0.0,171,18282,162.0,140.0,152.0
2010,6,29,18,2,20.0,52.0,1002.0,31.0,2,0.040138408304498274,0.0,0.0,166,18283,180.0,183.0,170.0
2014,4,12,5,1,1.0,65.0,1016.0,7.0,4,0.0008416721219489386,0.0,0.0,143,18284,104.0,135.0,111.0
2012,11,12,12,3,-13.0,20.0,1018.0,8.0,1,0.020892172449265875,0.0,0.0,26,18285,20.0,22.0,25.0
2013,6,12,1,2,13.0,77.0,1009.0,17.0,4,0.0016646404189656786,0.0,0.0,24,18286,90.0,18.0,22.0
2015,11,27,8,3,-9.0,85.0,1026.0,-7.0,4,0.008323202094828393,0.0,0.0,200,18287,180.0,180.0,201.0
2012,11,23,21,3,-10.0,37.0,1024.0,3.0,2,0.022556812868231555,0.0,0.0,100,18288,94.0,97.0,87.0
2011,6,7,2,2,17.0,88.0,998.0,19.0,4,0.003329280837931357,0.0,0.0,201,18289,186.0,202.0,172.0
2015,9,12,8,3,7.0,45.0,1019.0,19.0,1,0.13044047507715328,0.0,0.0,2,18290,7.0,4.0,11.0
2010,7,30,5,2,23.0,83.0,999.0,26.0,2,0.04681567380529319,0.0,0.0,179,18291,196.0,197.0,196.0
2015,1,18,15,4,-15.0,20.0,1017.0,6.0,1,0.07526419152716732,0.0,0.0,13,18292,5.0,242.0,14.0
2013,12,18,11,4,-20.0,22.0,1034.0,-1.0,1,0.0342654072757879,0.0,0.0,19,18293,15.0,11.0,13.0
2015,5,18,5,1,17.0,93.0,1000.0,18.0,1,0.00751893762274385,0.0,0.0,112,18294,137.0,121.0,124.0
2012,11,11,23,3,-12.0,32.0,1019.0,3.0,1,0.5082951463574301,0.0,0.0,10,18295,9.0,8.0,6.0
2010,8,23,19,2,20.0,65.0,1012.0,27.0,2,0.02341718881511269,0.0,0.0,108,18296,119.0,101.0,124.0
2015,5,10,12,1,8.0,93.0,1016.0,9.0,3,0.0033479846628635557,3.0,5.0,49,18297,44.0,51.0,44.0
2012,5,25,12,1,4.0,21.0,1010.0,28.0,2,0.021752548396147015,0.0,0.0,72,18298,99.0,78.0,64.0
2012,10,11,9,3,6.0,71.0,1019.0,11.0,2,0.0033479846628635557,0.0,0.0,114,18299,101.0,127.0,110.0
2013,3,22,8,1,-14.0,22.0,1020.0,6.0,4,0.0016646404189656786,0.0,0.0,18,18300,136.0,139.0,121.0
2012,7,14,8,2,18.0,65.0,1005.0,25.0,3,0.005854297203778173,0.0,0.0,21,18301,17.0,23.0,17.0
2015,5,21,6,1,9.0,67.0,1013.0,15.0,1,0.0066959693257271115,0.0,0.0,38,18302,41.0,50.0,42.0
2015,3,3,21,1,-27.0,10.0,1027.0,1.0,1,0.560254372019078,0.0,0.0,11,18303,9.0,16.0,12.0
2014,2,5,12,4,-19.0,20.0,1029.0,1.0,4,0.006658561675862714,0.0,0.0,96,18304,77.0,95.0,81.0
2014,5,9,20,1,4.0,39.0,1015.0,18.0,2,0.10704199008697278,0.0,0.0,56,18305,42.0,43.0,49.0
2010,5,17,7,1,13.0,93.0,1011.0,14.0,4,0.004993921256897036,0.0,0.0,53,18306,50.0,56.0,49.0
2011,1,15,0,4,-25.0,26.0,1040.0,-9.0,1,0.3411203591134387,0.0,0.0,12,18307,11.0,9.0,6.0
2010,2,24,21,4,3.0,81.0,1008.0,6.0,2,0.0066959693257271115,0.0,0.0,244,18308,237.0,236.0,227.0
2011,12,2,2,4,-4.0,86.0,1025.0,-2.0,4,0.003329280837931357,0.0,0.0,282,18309,243.0,259.0,250.0
2014,10,13,11,3,-8.0,19.0,1029.0,15.0,1,0.033423735153838965,0.0,0.0,9,18310,3.0,15.0,3.0
2014,7,18,11,2,23.0,66.0,1008.0,30.0,2,0.020910876274198072,0.0,0.0,125,18311,177.0,163.0,147.0
2014,1,3,5,4,-9.0,54.0,1020.0,-1.0,1,0.013373234826522026,0.0,0.0,45,18312,33.0,23.0,37.0
2015,9,22,0,3,15.0,77.0,1011.0,19.0,2,0.010043953988590667,0.0,0.0,112,18313,134.0,16.0,124.0
2014,7,29,22,2,22.0,69.0,1003.0,28.0,2,0.2992986065650426,12.5,13.1,82,18314,69.0,72.0,66.0
2014,7,5,0,2,22.0,83.0,1007.0,25.0,2,0.0016646404189656786,0.0,0.0,172,18315,167.0,151.0,146.0
2012,12,12,4,4,-7.0,85.0,1031.0,-5.0,2,0.040138408304498274,0.0,0.0,200,18316,169.0,211.0,195.0
